InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536307,21232,STRAWBERRY CERAMIC TRINKET BOX,8,2011-10-17 17:07:00,2.23,12404.0,United Kingdom
539549,84406B,CREAM CUPID HEARTS COAT HANGER,7,2011-10-20 17:33:00,1.82,12946.0,United Kingdom
536597,22633,,6,2011-10-08 10:21:00,3.12,12444.0,Portugal
542286,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-08-04 13:20:00,2.28,13412.0,Germany
537258,84029E,RED WOOLLY HOTTIE WHITE HEART,1,2011-10-27 14:12:00,1.63,12556.0,Germany
541782,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-07-25 11:57:00,7.32,13318.0,United Kingdom
537824,22632,HAND WARMER RED POLKA DOT,20,2011-05-09 11:59:00,2.17,12637.0,United Kingdom
542466,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-10-27 19:33:00,6.11,13450.0,United Kingdom
540659,22632,HAND WARMER RED POLKA DOT,4,2011-05-04 14:56:00,1.43,13122.0,Portugal
536629,22752,SET 7 BABUSHKA NESTING BOXES,11,2011-07-22 09:07:00,11.99,12454.0,United Kingdom
537262,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-02-24 11:09:00,4.82,12557.0,United Kingdom
542606,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-08-22 12:55:00,1.71,13473.0,United Kingdom
537034,22803,PINK SPOTTY CUP,14,2011-07-20 17:58:00,3.35,12520.0,  United Kingdom  
540560,21871,SAVE THE PLANET MUG,7,2011-06-07 12:13:00,3.24,13111.0,United Kingdom
540395,22423,REGENCY CAKESTAND 3 TIER,14,2010-06-21 18:58:00,20.66,13089.0,United Kingdom
542612,20727,LUNCH BAG BLACK SKULL,7,2011-07-27 15:40:00,1.19,13477.0,United Kingdom
537540,22632,HAND WARMER RED POLKA DOT,9,2011-06-10 10:51:00,3.09,12604.0,United Kingdom
541265,71053,WHITE METAL LANTERN,3,2011-09-02 17:00:00,2.73,13229.0,Switzerland
537115,22633,HAND WARMER UNION JACK,9,2011-09-28 12:08:00,1.48,12535.0,United Kingdom
542418,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-07-31 13:40:00,3.99,13445.0,United Kingdom
537111,37410,TWO DOOR CURTAIN,4,2011-01-26 16:33:00,14.36,12533.0,United Kingdom
542239,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-03-25 14:07:00,0.8,13400.0,Netherlands
C542214,47566,PARTY BUNTING,-4,2011-08-09 09:24:00,4.88,13398.0,United Kingdom
542282,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-09-19 16:12:00,1.38,13411.0,United Kingdom
540260,20725,LUNCH BAG RED RETROSPOT,12,2011-07-16 15:00:00,2.07,13073.0,United Kingdom
540304,47566,PARTY BUNTING,4,2011-09-10 13:42:00,5.8,13078.0,United Kingdom
539871,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-04-04 14:41:00,7.87,13005.0,Belgium
538734,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-12-05 15:59:00,1.2,12802.0,Portugal
539820,21871,SAVE THE PLANET MUG,6,2011-06-03 18:04:00,4.66,12995.0,  United Kingdom  
541905,22752,,2,2011-10-09 16:36:00,2.78,13340.0,United Kingdom
541335,22633,HAND WARMER UNION JACK,10,2011-06-28 10:55:00,2.57,13239.0,Portugal
536508,22803,PINK SPOTTY CUP,7,2010-08-11 16:57:00,4.17,12430.0,United Kingdom
542722,22752,SET 7 BABUSHKA NESTING BOXES,12,2011-08-19 15:45:00,5.51,13498.0,United Kingdom
537503,22803,PINK SPOTTY CUP,9,2011-08-21 12:14:00,1.43,12599.0,Germany
537051,84406B,CREAM CUPID HEARTS COAT HANGER,12,2011-06-27 19:32:00,4.24,12521.0,United Kingdom
541521,22632,HAND WARMER RED POLKA DOT,4,2011-08-03 17:06:00,1.88,13271.0,United Kingdom
541433,22383,LUNCH BAG SUKI DESIGN,5,2011-11-18 17:49:00,1.63,13254.0,United Kingdom
539958,22086,PAPER CHAIN KIT 50'S CHRISTMAS,7,2011-08-17 14:27:00,2.67,13021.0,  United Kingdom  
536974,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2011-11-03 13:14:00,10.59,12509.0,United Kingdom
536278,22632,HAND WARMER RED POLKA DOT,7,2011-03-16 12:08:00,5.23,12397.0,United Kingdom
C542502,20727,LUNCH BAG BLACK SKULL,-8,2011-10-04 11:25:00,3.08,13455.0,United Kingdom
537639,22803,PINK SPOTTY CUP,14,2010-08-22 09:36:00,5.64,12616.0,United Kingdom
540622,22383,LUNCH BAG SUKI DESIGN,7,2011-08-18 14:17:00,0.74,13118.0,United Kingdom
537830,22752,SET 7 BABUSHKA NESTING BOXES,9,2011-08-29 12:31:00,8.12,12639.0,United Kingdom
542048,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2011-05-14 19:02:00,4.71,13364.0,United Kingdom
C537837,22803,PINK SPOTTY CUP,-7,2010-11-22 15:48:00,3.03,12639.0,United Kingdom
540214,22633,HAND WARMER UNION JACK,5,2011-08-05 13:05:00,2.39,13070.0,  United Kingdom  
542465,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-11-04 10:55:00,2.68,13450.0,United Kingdom
542102,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2011-06-08 12:57:00,2.28,13378.0,United Kingdom
537285,84879,ASSORTED COLOUR BIRD ORNAMENT,12,2011-08-07 19:47:00,1.52,12562.0,Germany
542389,47566,PARTY BUNTING,8,2011-11-01 11:18:00,3.75,13439.0,United Kingdom
537566,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-05-21 12:28:00,3.19,12609.0,United Kingdom
541058,71053,WHITE METAL LANTERN,22,2011-02-23 13:16:00,9.34,13186.0,United Kingdom
537663,22423,,14,2011-03-03 14:59:00,16.35,12617.0,Netherlands
537551,22633,HAND WARMER UNION JACK,9,2011-05-23 11:36:00,2.92,12606.0,Australia
541836,22752,SET 7 BABUSHKA NESTING BOXES,5,2010-12-08 15:54:00,5.87,,United Kingdom
541891,37410,TWO DOOR CURTAIN,4,2010-11-28 14:02:00,7.42,13337.0,  United Kingdom  
539420,22633,HAND WARMER UNION JACK,5,2011-08-04 08:21:00,1.43,12925.0,Netherlands
538271,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-08-13 08:06:00,11.4,12737.0,United Kingdom
537938,22423,REGENCY CAKESTAND 3 TIER,4,2011-07-31 16:51:00,10.74,12661.0,Portugal
541932,22633,HAND WARMER UNION JACK,17,2010-04-28 08:28:00,5.94,13343.0,United Kingdom
537810,71053,WHITE METAL LANTERN,13,2011-08-10 15:06:00,6.39,12637.0,United Kingdom
538774,20727,LUNCH BAG BLACK SKULL,5,2011-06-27 11:39:00,1.13,12810.0,Netherlands
536950,21871,SAVE THE PLANET MUG,5,2011-04-05 09:06:00,1.47,12502.0,United Kingdom
539270,22752,SET 7 BABUSHKA NESTING BOXES,9,2011-03-31 13:42:00,9.24,12897.0,United Kingdom
539438,71053,WHITE METAL LANTERN,13,2011-07-27 11:59:00,4.2,12928.0,Australia
540255,20727,LUNCH BAG BLACK SKULL,14,2011-08-31 12:02:00,2.53,13073.0,United Kingdom
540594,71053,WHITE METAL LANTERN,11,2010-12-15 13:19:00,5.2,13113.0,United Kingdom
538604,22752,SET 7 BABUSHKA NESTING BOXES,5,2011-06-21 14:57:00,2.33,12785.0,United Kingdom
537465,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-05-16 09:34:00,4.03,12590.0,Portugal
538973,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-07-05 14:31:00,1.0,12846.0,United Kingdom
538240,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2011-11-17 13:03:00,0.73,12731.0,United Kingdom
536764,20725,LUNCH BAG RED RETROSPOT,9,2011-08-06 17:50:00,1.58,12476.0,United Kingdom
538481,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,2011-10-06 11:37:00,3.84,12768.0,United Kingdom
539094,22752,SET 7 BABUSHKA NESTING BOXES,7,2011-09-17 16:46:00,6.56,12867.0,United Kingdom
542704,22383,LUNCH BAG SUKI DESIGN,14,2011-08-28 18:11:00,2.55,13496.0,Germany
539733,22383,LUNCH BAG SUKI DESIGN,10,2011-11-17 08:36:00,1.84,12981.0,United Kingdom
541846,37410,TWO DOOR CURTAIN,14,2011-08-10 16:26:00,12.91,13330.0,United Kingdom
536674,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2010-09-13 17:58:00,1.81,12465.0,United Kingdom
536062,21871,SAVE THE PLANET MUG,4,2011-04-10 19:15:00,1.19,12361.0,United Kingdom
540605,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2011-08-28 18:10:00,3.63,13114.0,United Kingdom
542677,37410,TWO DOOR CURTAIN,4,2011-11-10 16:39:00,2.49,13488.0,United Kingdom
538926,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-08-14 19:42:00,0.92,12832.0,  United Kingdom  
541435,22383,LUNCH BAG SUKI DESIGN,3,2011-10-06 13:52:00,0.84,13255.0,Switzerland
536250,71053,WHITE METAL LANTERN,7,2011-08-20 10:13:00,3.0,12395.0,Switzerland
539526,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2011-01-13 16:21:00,5.88,12940.0,United Kingdom
541939,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-09-19 10:04:00,1.54,13345.0,Germany
542063,47566,PARTY BUNTING,5,2011-10-20 12:11:00,2.12,13365.0,Belgium
540170,20727,LUNCH BAG BLACK SKULL,3,2011-11-06 18:10:00,0.45,13065.0,United Kingdom
542332,22803,PINK SPOTTY CUP,4,2011-02-27 16:36:00,1.03,13421.0,United Kingdom
540956,71053,WHITE METAL LANTERN,9,2011-09-21 13:23:00,3.13,13168.0,United Kingdom
540861,22632,HAND WARMER RED POLKA DOT,19,2010-12-15 12:59:00,4.69,13156.0,Australia
541590,37410,TWO DOOR CURTAIN,7,2011-02-22 18:07:00,16.54,13285.0,United Kingdom
542958,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-07-13 12:34:00,3.83,13530.0,United Kingdom
539355,22632,HAND WARMER RED POLKA DOT,5,2010-10-30 18:02:00,0.75,12910.0,United Kingdom
541629,20725,LUNCH BAG RED RETROSPOT,2,2011-12-03 13:04:00,0.81,13293.0,United Kingdom
538101,20725,LUNCH BAG RED RETROSPOT,7,2011-06-27 10:13:00,1.31,12701.0,United Kingdom
539963,22633,HAND WARMER UNION JACK,9,2011-01-28 09:08:00,1.19,13021.0,United Kingdom
538192,22383,LUNCH BAG SUKI DESIGN,7,2011-07-06 19:58:00,1.9,12720.0,United Kingdom
536487,22633,HAND WARMER UNION JACK,7,2011-11-16 11:50:00,3.64,12430.0,  United Kingdom  
536106,21232,STRAWBERRY CERAMIC TRINKET BOX,9,2011-01-30 17:31:00,1.97,12371.0,France
540449,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2011-05-29 15:33:00,1.75,13099.0,United Kingdom
539781,22803,PINK SPOTTY CUP,16,2011-08-06 09:08:00,3.69,12992.0,United Kingdom
541697,22633,HAND WARMER UNION JACK,12,2011-04-17 13:37:00,1.64,13308.0,  United Kingdom  
539052,20725,LUNCH BAG RED RETROSPOT,7,2011-06-26 09:53:00,2.46,12861.0,United Kingdom
542725,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-07-17 17:32:00,3.67,13498.0,United Kingdom
538458,84406B,CREAM CUPID HEARTS COAT HANGER,19,2011-01-18 09:51:00,5.1,12767.0,Germany
536687,21871,SAVE THE PLANET MUG,4,2011-03-18 14:40:00,3.54,12468.0,United Kingdom
538386,22633,HAND WARMER UNION JACK,11,2011-09-19 12:49:00,2.63,12758.0,United Kingdom
541430,22423,REGENCY CAKESTAND 3 TIER,12,2011-08-10 17:53:00,21.28,13253.0,Spain
538617,22632,HAND WARMER RED POLKA DOT,9,2010-11-27 17:42:00,1.47,12787.0,United Kingdom
539386,22383,LUNCH BAG SUKI DESIGN,5,2011-04-24 10:48:00,0.87,12914.0,Netherlands
540054,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-10-12 11:40:00,3.12,13039.0,United Kingdom
540547,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2011-07-10 18:01:00,4.77,13111.0,United Kingdom
541899,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-08-23 14:12:00,7.41,13339.0,United Kingdom
541678,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-06-06 10:29:00,1.53,13305.0,Germany
536501,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2010-05-05 12:49:00,7.32,12430.0,United Kingdom
536252,21871,SAVE THE PLANET MUG,6,2011-04-22 19:28:00,3.34,12395.0,Switzerland
C539286,21871,SAVE THE PLANET MUG,-9,2011-07-23 14:35:00,3.17,12898.0,Switzerland
539086,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-05-12 09:27:00,6.22,12864.0,United Kingdom
536853,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-07-09 17:08:00,1.15,,United Kingdom
537796,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-01-18 17:42:00,5.18,12635.0,  United Kingdom  
542753,20727,LUNCH BAG BLACK SKULL,12,2011-03-25 11:36:00,1.46,13501.0,United Kingdom
541408,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2010-12-25 14:16:00,13.32,,United Kingdom
540952,21871,SAVE THE PLANET MUG,6,2011-01-11 12:02:00,1.64,13167.0,United Kingdom
541782,21871,SAVE THE PLANET MUG,5,2011-07-25 11:57:00,3.35,13318.0,United Kingdom
538750,22803,PINK SPOTTY CUP,10,2011-07-18 19:58:00,3.55,12807.0,  Switzerland  
542346,84879,ASSORTED COLOUR BIRD ORNAMENT,10,2011-06-07 15:06:00,1.67,13425.0,Netherlands
536013,71053,WHITE METAL LANTERN,6,2011-04-27 09:37:00,4.02,,United Kingdom
C539749,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-4,2010-10-01 15:10:00,0.88,12987.0,United Kingdom
542035,22803,PINK SPOTTY CUP,1,2011-11-17 11:06:00,1.09,13363.0,United Kingdom
542467,20725,LUNCH BAG RED RETROSPOT,9,2011-11-05 16:41:00,2.63,13450.0,United Kingdom
540813,37410,TWO DOOR CURTAIN,4,2010-10-29 14:50:00,16.0,13151.0,Portugal
539887,22803,PINK SPOTTY CUP,11,2011-03-02 09:35:00,1.69,13008.0,Switzerland
538278,22383,LUNCH BAG SUKI DESIGN,21,2011-10-06 13:10:00,2.79,12740.0,United Kingdom
542609,22633,HAND WARMER UNION JACK,3,2011-11-25 12:48:00,0.81,13476.0,United Kingdom
542395,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-05-05 18:30:00,5.84,13439.0,United Kingdom
539569,22752,SET 7 BABUSHKA NESTING BOXES,8,2011-06-16 19:53:00,14.35,12953.0,United Kingdom
540716,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-03-04 16:23:00,4.91,13138.0,United Kingdom
536491,20727,LUNCH BAG BLACK SKULL,19,2011-09-09 17:11:00,4.04,12430.0,United Kingdom
542553,22086,PAPER CHAIN KIT 50'S CHRISTMAS,10,2011-09-23 12:59:00,3.61,13462.0,United Kingdom
537504,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-06-05 16:12:00,2.47,12599.0,Germany
540369,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2011-11-06 19:33:00,3.93,13087.0,United Kingdom
C541957,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-8,2011-10-07 13:12:00,3.05,13347.0,United Kingdom
540568,22803,PINK SPOTTY CUP,13,2011-09-24 12:52:00,1.87,13112.0,United Kingdom
540649,21232,STRAWBERRY CERAMIC TRINKET BOX,11,2010-04-24 10:47:00,5.9,13120.0,United Kingdom
539673,37410,TWO DOOR CURTAIN,2,2011-10-18 08:49:00,5.89,12976.0,Portugal
541136,37410,TWO DOOR CURTAIN,4,2011-04-24 09:13:00,5.97,13200.0,United Kingdom
538411,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-09-22 19:00:00,3.14,12760.0,United Kingdom
541224,20725,LUNCH BAG RED RETROSPOT,22,2009-12-28 17:41:00,2.53,13217.0,Switzerland
539464,47566,PARTY BUNTING,12,2011-08-01 08:49:00,7.91,12932.0,United Kingdom
537691,84029E,RED WOOLLY HOTTIE WHITE HEART,8,2011-08-10 09:02:00,2.67,12621.0,United Kingdom
539212,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-11-06 11:17:00,1.22,12887.0,United Kingdom
542510,71053,WHITE METAL LANTERN,14,2011-10-28 10:00:00,5.34,13456.0,Netherlands
537370,22803,PINK SPOTTY CUP,8,2011-09-14 18:50:00,3.26,12575.0,United Kingdom
542102,22633,HAND WARMER UNION JACK,2,2011-06-08 12:57:00,1.47,13378.0,United Kingdom
542646,84406B,CREAM CUPID HEARTS COAT HANGER,6,2011-10-22 14:15:00,5.38,13484.0,United Kingdom
540978,37410,TWO DOOR CURTAIN,21,2011-04-06 08:48:00,26.51,13171.0,United Kingdom
537427,22086,PAPER CHAIN KIT 50'S CHRISTMAS,13,2010-09-24 17:33:00,9.26,12584.0,United Kingdom
541596,71053,WHITE METAL LANTERN,8,2011-05-08 10:03:00,1.67,13286.0,United Kingdom
542820,22803,PINK SPOTTY CUP,21,2011-04-13 13:34:00,3.66,13506.0,United Kingdom
539358,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-01-21 13:47:00,0.64,12912.0,United Kingdom
542891,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-06-19 19:54:00,1.9,13521.0,United Kingdom
540048,22383,LUNCH BAG SUKI DESIGN,10,2011-08-23 09:00:00,1.47,13038.0,Germany
538043,37410,TWO DOOR CURTAIN,2,2011-03-26 12:43:00,9.61,12689.0,United Kingdom
537893,84879,ASSORTED COLOUR BIRD ORNAMENT,9,2011-10-15 11:06:00,2.33,12655.0,Australia
540659,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2011-05-04 14:56:00,1.59,13122.0,Portugal
541010,22632,HAND WARMER RED POLKA DOT,5,2011-04-11 09:26:00,2.15,13175.0,  Switzerland  
539012,71053,WHITE METAL LANTERN,13,2011-10-08 14:05:00,3.1,12856.0,Portugal
536906,84029E,RED WOOLLY HOTTIE WHITE HEART,21,2010-04-18 14:38:00,7.52,12495.0,  Switzerland  
536045,21871,SAVE THE PLANET MUG,9,2011-03-09 10:47:00,1.43,12356.0,United Kingdom
536880,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-05-23 10:32:00,3.23,12494.0,  Switzerland  
538233,22633,HAND WARMER UNION JACK,4,2010-07-21 09:56:00,0.84,12728.0,Germany
541064,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2010-03-06 13:26:00,6.94,,United Kingdom
541912,22633,HAND WARMER UNION JACK,19,2011-11-29 17:40:00,4.38,13343.0,United Kingdom
C540226,20725,LUNCH BAG RED RETROSPOT,-13,2011-09-07 08:48:00,3.49,13071.0,United Kingdom
538478,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2011-07-13 17:59:00,8.72,12768.0,United Kingdom
541829,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2011-11-21 16:17:00,0.85,13326.0,Germany
539475,22803,PINK SPOTTY CUP,10,2011-08-11 08:37:00,2.92,12934.0,United Kingdom
542043,22803,PINK SPOTTY CUP,10,2011-06-12 19:50:00,4.05,13364.0,United Kingdom
540054,22752,SET 7 BABUSHKA NESTING BOXES,10,2011-10-12 11:40:00,9.13,13039.0,United Kingdom
542344,21871,SAVE THE PLANET MUG,4,2011-10-27 15:38:00,1.24,13425.0,Netherlands
541609,21871,SAVE THE PLANET MUG,11,2011-03-27 19:29:00,1.65,13288.0,United Kingdom
541334,22803,PINK SPOTTY CUP,11,2011-08-30 13:35:00,3.6,13239.0,Portugal
538723,20725,LUNCH BAG RED RETROSPOT,8,2011-09-08 13:03:00,1.75,12800.0,United Kingdom
539863,21871,SAVE THE PLANET MUG,2,2011-03-02 18:23:00,1.93,13004.0,United Kingdom
541768,20725,LUNCH BAG RED RETROSPOT,16,2010-10-25 14:38:00,2.37,13317.0,United Kingdom
539172,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2011-06-03 18:22:00,8.67,12880.0,United Kingdom
538117,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2011-06-17 10:01:00,1.14,12705.0,United Kingdom
537544,22423,REGENCY CAKESTAND 3 TIER,4,2011-10-22 12:38:00,9.95,12606.0,Australia
540830,22632,HAND WARMER RED POLKA DOT,11,2011-03-28 10:16:00,2.21,13153.0,United Kingdom
536139,22803,PINK SPOTTY CUP,19,2011-04-16 15:35:00,5.12,12373.0,United Kingdom
539258,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-05-26 08:36:00,3.75,12896.0,United Kingdom
539018,84406B,CREAM CUPID HEARTS COAT HANGER,11,2011-01-25 18:28:00,3.2,12856.0,Portugal
537285,22633,HAND WARMER UNION JACK,14,2011-08-07 19:47:00,2.99,12562.0,Germany
543025,22383,LUNCH BAG SUKI DESIGN,3,2011-02-13 08:33:00,1.15,13545.0,United Kingdom
538108,20725,LUNCH BAG RED RETROSPOT,4,2011-04-11 09:48:00,0.51,12703.0,Switzerland
C542450,22383,LUNCH BAG SUKI DESIGN,-11,2011-06-19 17:36:00,3.54,13446.0,United Kingdom
536657,22383,LUNCH BAG SUKI DESIGN,13,2011-10-11 10:11:00,1.32,12460.0,United Kingdom
536049,47566,PARTY BUNTING,1,2011-06-11 16:01:00,1.96,12358.0,United Kingdom
539488,20727,LUNCH BAG BLACK SKULL,21,2011-02-15 12:07:00,2.42,12935.0,United Kingdom
542534,22632,HAND WARMER RED POLKA DOT,8,2011-07-10 11:35:00,2.56,13461.0,United Kingdom
C537528,84406B,CREAM CUPID HEARTS COAT HANGER,-8,2011-12-03 12:43:00,4.39,12604.0,United Kingdom
536361,37410,TWO DOOR CURTAIN,18,2011-11-06 16:51:00,23.8,12414.0,Spain
540205,47566,PARTY BUNTING,16,2011-01-13 09:28:00,11.34,13068.0,Spain
539040,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-18 16:15:00,1.81,12859.0,United Kingdom
538647,47566,PARTY BUNTING,7,2011-02-04 09:02:00,1.75,12793.0,Belgium
539703,20727,LUNCH BAG BLACK SKULL,10,2011-08-30 14:27:00,0.92,12979.0,United Kingdom
542007,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-06 14:46:00,1.12,13356.0,Netherlands
542495,71053,WHITE METAL LANTERN,3,2011-10-11 11:59:00,1.15,13454.0,United Kingdom
538137,22803,PINK SPOTTY CUP,13,2011-04-20 18:19:00,2.2,12708.0,United Kingdom
541336,22632,HAND WARMER RED POLKA DOT,8,2011-10-02 14:46:00,3.42,13239.0,  Portugal  
539031,84029E,RED WOOLLY HOTTIE WHITE HEART,21,2011-01-05 17:47:00,6.43,12858.0,Netherlands
539823,21730,GLASS STAR FROSTED T-LIGHT HOLDER,22,2010-04-03 13:43:00,8.47,,United Kingdom
538367,22383,LUNCH BAG SUKI DESIGN,13,2011-07-06 12:50:00,3.12,12754.0,United Kingdom
536364,22423,REGENCY CAKESTAND 3 TIER,12,2011-05-25 17:09:00,31.58,12414.0,Spain
537820,71053,WHITE METAL LANTERN,9,2011-06-18 12:33:00,6.99,12637.0,United Kingdom
540420,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-08-02 11:15:00,0.9,13093.0,United Kingdom
538150,22633,HAND WARMER UNION JACK,8,2011-08-13 16:42:00,0.96,12711.0,United Kingdom
540122,22632,HAND WARMER RED POLKA DOT,4,2011-04-04 16:38:00,0.9,13054.0,United Kingdom
539601,22632,HAND WARMER RED POLKA DOT,6,2011-10-25 17:36:00,1.73,12964.0,United Kingdom
542021,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-07-23 11:41:00,3.39,13360.0,United Kingdom
537124,22633,HAND WARMER UNION JACK,9,2011-04-09 12:18:00,2.06,12537.0,United Kingdom
537367,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-04-12 13:50:00,2.26,12574.0,EIRE
539054,22803,,7,2011-07-10 15:52:00,2.8,12861.0,United Kingdom
542846,21871,SAVE THE PLANET MUG,12,2011-09-20 16:35:00,2.6,13510.0,United Kingdom
536191,22633,HAND WARMER UNION JACK,13,2011-10-03 15:34:00,2.54,12382.0,United Kingdom
539113,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-04-22 16:39:00,1.88,12868.0,United Kingdom
540434,47566,PARTY BUNTING,4,2011-06-07 14:44:00,2.61,13097.0,Switzerland
540518,22633,HAND WARMER UNION JACK,19,2011-06-14 08:26:00,5.6,13108.0,Switzerland
542993,22383,LUNCH BAG SUKI DESIGN,8,2011-08-17 15:42:00,1.92,13537.0,United Kingdom
539660,22752,SET 7 BABUSHKA NESTING BOXES,14,2011-04-23 10:07:00,14.09,12973.0,United Kingdom
540565,22752,SET 7 BABUSHKA NESTING BOXES,8,2010-12-31 19:33:00,24.69,13111.0,United Kingdom
541435,22423,REGENCY CAKESTAND 3 TIER,5,2011-10-06 13:52:00,11.9,13255.0,Switzerland
536209,22632,HAND WARMER RED POLKA DOT,6,2011-06-30 12:48:00,1.81,12384.0,United Kingdom
539927,21232,STRAWBERRY CERAMIC TRINKET BOX,4,2011-03-05 15:48:00,2.31,13014.0,Switzerland
539193,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,2011-06-26 15:45:00,4.16,12883.0,EIRE
541549,22803,PINK SPOTTY CUP,3,2011-06-22 17:47:00,1.19,13276.0,Netherlands
539924,22803,PINK SPOTTY CUP,3,2011-05-06 17:37:00,1.9,13014.0,Switzerland
541010,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-04-11 09:26:00,2.22,13175.0,Switzerland
536071,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2011-07-07 19:18:00,4.77,12363.0,Australia
537297,21730,GLASS STAR FROSTED T-LIGHT HOLDER,7,2011-10-22 15:37:00,5.57,12563.0,United Kingdom
539527,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2010-10-17 15:57:00,4.16,12940.0,United Kingdom
542598,21871,SAVE THE PLANET MUG,4,2011-01-05 14:33:00,1.47,13470.0,United Kingdom
C542998,20727,LUNCH BAG BLACK SKULL,-4,2011-11-18 14:25:00,0.94,13539.0,France
541380,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-15 16:41:00,0.9,13246.0,United Kingdom
538812,22632,HAND WARMER RED POLKA DOT,8,2011-03-27 09:04:00,0.69,12817.0,Switzerland
536513,37410,TWO DOOR CURTAIN,16,2011-04-06 09:00:00,28.64,12430.0,United Kingdom
542982,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-03-15 18:11:00,5.53,13534.0,United Kingdom
536303,22383,LUNCH BAG SUKI DESIGN,2,2011-02-24 17:41:00,0.79,12403.0,United Kingdom
542274,71053,WHITE METAL LANTERN,4,2011-10-29 14:54:00,3.92,13410.0,United Kingdom
541682,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2011-06-13 10:45:00,2.98,13306.0,United Kingdom
539360,84879,ASSORTED COLOUR BIRD ORNAMENT,17,2011-11-30 15:20:00,3.81,12913.0,Australia
538395,71053,WHITE METAL LANTERN,2,2011-11-04 16:33:00,0.8,12759.0,United Kingdom
